kode_prompt,video,varian,penilai,kategori_penilai,skor_clarity,skor_structure,skor_creativity,skor_completeness
L5_V15,Kaidah Kebahasaan Teks Prosedur,Analitis,AI7,Ahli_AI,8.25,8.25,7.25,9.00
L5_V15,Kaidah Kebahasaan Teks Prosedur,Analitis,AI8,Ahli_AI,7.50,7.75,7.50,8.50
L5_V15,Kaidah Kebahasaan Teks Prosedur,Analitis,AI9,Ahli_AI,8.00,7.50,7.00,8.00
L5_V15,Kaidah Kebahasaan Teks Prosedur,Analitis,AI10,Ahli_AI,7.75,8.00,7.75,8.50
L5_V15,Kaidah Kebahasaan Teks Prosedur,Analitis,AI11,Ahli_AI,8.25,8.25,7.25,9.00
L5_V15,Kaidah Kebahasaan Teks Prosedur,Analitis,AI12,Ahli_AI,7.50,7.75,7.50,8.50
L5_V16,Jenis-Jenis Teks Prosedur,Teori,Guru1,Guru_Bahasa,7.50,8.00,6.50,7.00
L5_V16,Jenis-Jenis Teks Prosedur,Teori,Guru2,Guru_Bahasa,7.75,7.75,6.75,7.25
L5_V16,Jenis-Jenis Teks Prosedur,Teori,Guru3,Guru_Bahasa,7.25,8.25,6.25,6.75
L5_V16,Jenis-Jenis Teks Prosedur,Teori,Guru4,Guru_Bahasa,7.00,8.00,6.50,7.00
L5_V16,Jenis-Jenis Teks Prosedur,Teori,Guru5,Guru_Bahasa,7.50,7.50,6.00,6.50
L5_V16,Jenis-Jenis Teks Prosedur,Teori,Guru6,Guru_Bahasa,7.75,7.75,6.75,7.25
L5_V16,Jenis-Jenis Teks Prosedur,Teori,Guru7,Guru_Bahasa,7.25,8.25,6.25,6.75
L5_V16,Jenis-Jenis Teks Prosedur,Teori,Guru8,Guru_Bahasa,7.00,8.00,6.50,7.00
L5_V16,Jenis-Jenis Teks Prosedur,Teori,Guru9,Guru_Bahasa,7.50,7.50,6.00,6.50
L5_V16,Jenis-Jenis Teks Prosedur,Teori,AI1,Ahli_AI,8.00,8.50,7.00,7.50
L5_V16,Jenis-Jenis Teks Prosedur,Teori,AI2,Ahli_AI,7.75,8.25,7.25,7.75
L5_V16,Jenis-Jenis Teks Prosedur,Teori,AI3,Ahli_AI,8.25,8.75,6.75,8.00
L5_V16,Jenis-Jenis Teks Prosedur,Teori,AI4,Ahli_AI,7.50,8.25,7.00,7.50
L5_V16,Jenis-Jenis Teks Prosedur,Teori,AI5,Ahli_AI,8.00,8.00,6.50,7.25
L5_V16,Jenis-Jenis Teks Prosedur,Teori,AI6,Ahli_AI,7.75,8.50,7.25,7.75
L5_V16,Jenis-Jenis Teks Prosedur,Teori,AI7,Ahli_AI,8.25,8.75,6.75,8.00
L5_V16,Jenis-Jenis Teks Prosedur,Teori,AI8,Ahli_AI,7.50,8.25,7.00,7.50
L5_V16,Jenis-Jenis Teks Prosedur,Teori,AI9,Ahli_AI,8.00,8.00,6.50,7.25
L5_V16,Jenis-Jenis Teks Prosedur,Teori,AI10,Ahli_AI,7.75,8.50,7.25,7.75
L5_V16,Jenis-Jenis Teks Prosedur,Teori,AI11,Ahli_AI,8.25,8.75,6.75,8.00
L5_V16,Jenis-Jenis Teks Prosedur,Teori,AI12,Ahli_AI,7.50,8.25,7.00,7.50
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,Guru1,Guru_Bahasa,8.00,8.00,8.50,8.00
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,Guru2,Guru_Bahasa,8.25,8.25,8.75,8.25
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,Guru3,Guru_Bahasa,7.75,7.75,8.25,7.75
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,Guru4,Guru_Bahasa,7.50,8.00,8.50,8.00
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,Guru5,Guru_Bahasa,8.00,7.50,8.00,7.50
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,Guru6,Guru_Bahasa,8.25,8.25,8.75,8.25
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,Guru7,Guru_Bahasa,7.75,7.75,8.25,7.75
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,Guru8,Guru_Bahasa,7.50,8.00,8.50,8.00
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,Guru9,Guru_Bahasa,8.00,7.50,8.00,7.50
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,AI1,Ahli_AI,8.50,8.50,9.00,8.50
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,AI2,Ahli_AI,8.25,8.75,8.75,8.75
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,AI3,Ahli_AI,8.75,8.25,9.25,9.00
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,AI4,Ahli_AI,8.00,8.75,8.75,8.50
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,AI5,Ahli_AI,8.50,8.00,8.50,8.00
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,AI6,Ahli_AI,8.25,8.50,9.00,8.75
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,AI7,Ahli_AI,8.75,8.25,9.25,9.00
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,AI8,Ahli_AI,8.00,8.75,8.75,8.50
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,AI9,Ahli_AI,8.50,8.00,8.50,8.00
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,AI10,Ahli_AI,8.25,8.50,9.00,8.75
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,AI11,Ahli_AI,8.75,8.25,9.25,9.00
L5_V17,Jenis-Jenis Teks Prosedur,Aplikasi,AI12,Ahli_AI,8.00,8.75,8.75,8.50
L5_V18,Jenis-Jenis Teks Prosedur,Visual,Guru1,Guru_Bahasa,7.50,7.00,9.00,7.50
L5_V18,Jenis-Jenis Teks Prosedur,Visual,Guru2,Guru_Bahasa,7.75,7.25,8.75,7.75
L5_V18,Jenis-Jenis Teks Prosedur,Visual,Guru3,Guru_Bahasa,7.25,6.75,9.25,7.25
L5_V18,Jenis-Jenis Teks Prosedur,Visual,Guru4,Guru_Bahasa,7.00,7.00,9.00,7.50
L5_V18,Jenis-Jenis Teks Prosedur,Visual,Guru5,Guru_Bahasa,7.50,6.50,8.50,7.00
L5_V18,Jenis-Jenis Teks Prosedur,Visual,Guru6,Guru_Bahasa,7.75,7.25,8.75,7.75
L5_V18,Jenis-Jenis Teks Prosedur,Visual,Guru7,Guru_Bahasa,7.25,6.75,9.25,7.25
L5_V18,Jenis-Jenis Teks Prosedur,Visual,Guru8,Guru_Bahasa,7.00,7.00,9.00,7.50
L5_V18,Jenis-Jenis Teks Prosedur,Visual,Guru9,Guru_Bahasa,7.50,6.50,8.50,7.00
L5_V18,Jenis-Jenis Teks Prosedur,Visual,AI1,Ahli_AI,8.00,7.50,9.50,8.00
L5_V18,Jenis-Jenis Teks Prosedur,Visual,AI2,Ahli_AI,7.75,7.75,9.25,8.25
L5_V18,Jenis-Jenis Teks Prosedur,Visual,AI3,Ahli_AI,8.25,7.25,9.75,8.50
L5_V18,Jenis-Jenis Teks Prosedur,Visual,AI4,Ahli_AI,7.50,7.75,9.25,8.00
L5_V18,Jenis-Jenis Teks Prosedur,Visual,AI5,Ahli_AI,8.00,7.00,9.00,7.75
L5_V18,Jenis-Jenis Teks Prosedur,Visual,AI6,Ahli_AI,7.75,7.50,9.50,8.00
L5_V18,Jenis-Jenis Teks Prosedur,Visual,AI7,Ahli_AI,8.25,7.25,9.75,8.50
L5_V18,Jenis-Jenis Teks Prosedur,Visual,AI8,Ahli_AI,7.50,7.50,9.25,8.00
L5_V18,Jenis-Jenis Teks Prosedur,Visual,AI9,Ahli_AI,8.00,7.00,9.00,7.75
L5_V18,Jenis-Jenis Teks Prosedur,Visual,AI10,Ahli_AI,7.75,7.75,9.50,8.25
L5_V18,Jenis-Jenis Teks Prosedur,Visual,AI11,Ahli_AI,8.25,7.25,9.75,8.50
L5_V18,Jenis-Jenis Teks Prosedur,Visual,AI12,Ahli_AI,7.50,7.50,9.25,8.00
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,Guru1,Guru_Bahasa,7.50,7.00,8.00,7.00
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,Guru2,Guru_Bahasa,7.75,7.25,8.25,7.25
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,Guru3,Guru_Bahasa,7.25,6.75,7.75,6.75
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,Guru4,Guru_Bahasa,7.00,7.00,8.00,7.00
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,Guru5,Guru_Bahasa,7.50,6.50,7.50,6.50
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,Guru6,Guru_Bahasa,7.75,7.25,8.25,7.25
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,Guru7,Guru_Bahasa,7.25,6.75,7.75,6.75
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,Guru8,Guru_Bahasa,7.00,7.00,8.00,7.00
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,Guru9,Guru_Bahasa,7.50,6.50,7.50,6.50
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,AI1,Ahli_AI,8.00,7.00,8.50,7.50
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,AI2,Ahli_AI,7.75,7.25,8.25,7.75
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,AI3,Ahli_AI,8.25,6.75,8.75,8.00
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,AI4,Ahli_AI,7.50,7.25,8.25,7.75
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,AI5,Ahli_AI,8.00,6.50,8.00,7.25
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,AI6,Ahli_AI,7.75,7.00,8.50,7.50
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,AI7,Ahli_AI,8.25,6.75,8.75,8.00
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,AI8,Ahli_AI,7.50,7.25,8.25,7.75
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,AI9,Ahli_AI,8.00,6.50,8.00,7.25
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,AI10,Ahli_AI,7.75,7.00,8.50,7.50
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,AI11,Ahli_AI,8.25,6.75,8.75,8.00
L5_V19,Jenis-Jenis Teks Prosedur,Interaktif,AI12,Ahli_AI,7.50,7.25,8.25,7.75
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,Guru1,Guru_Bahasa,7.50,7.50,7.00,8.00
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,Guru2,Guru_Bahasa,7.75,7.25,7.25,8.25
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,Guru3,Guru_Bahasa,7.25,7.75,6.75,7.75
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,Guru4,Guru_Bahasa,7.00,7.50,7.00,8.00
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,Guru5,Guru_Bahasa,7.50,7.00,6.50,7.50
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,Guru6,Guru_Bahasa,7.75,7.25,7.25,8.25
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,Guru7,Guru_Bahasa,7.25,7.75,6.75,7.75
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,Guru8,Guru_Bahasa,7.00,7.50,7.00,8.00
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,Guru9,Guru_Bahasa,7.50,7.00,6.50,7.50
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,AI1,Ahli_AI,8.00,8.00,7.50,8.50
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,AI2,Ahli_AI,7.75,7.75,7.75,8.75
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,AI3,Ahli_AI,8.25,8.25,7.25,9.00
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,AI4,Ahli_AI,7.50,7.75,7.50,8.50
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,AI5,Ahli_AI,8.00,7.50,7.00,8.00
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,AI6,Ahli_AI,7.75,8.00,7.75,8.50
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,AI7,Ahli_AI,8.25,8.25,7.25,9.00
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,AI8,Ahli_AI,7.50,7.75,7.50,8.50
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,AI9,Ahli_AI,8.00,7.50,7.00,8.00
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,AI10,Ahli_AI,7.75,8.00,7.75,8.50
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,AI11,Ahli_AI,8.25,8.25,7.25,9.00
L5_V20,Jenis-Jenis Teks Prosedur,Analitis,AI12,Ahli_AI,7.50,7.75,7.50,8.50
N1_V1,Pengenalan Statistika,Teori,Guru1,Guru_Matematika,7.50,8.00,6.50,7.00
N1_V1,Pengenalan Statistika,Teori,Guru2,Guru_Matematika,7.75,7.75,6.75,7.25
N1_V1,Pengenalan Statistika,Teori,Guru3,Guru_Matematika,7.25,8.25,6.25,6.75
N1_V1,Pengenalan Statistika,Teori,Guru4,Guru_Matematika,7.00,8.00,6.50,7.00
N1_V1,Pengenalan Statistika,Teori,Guru5,Guru_Matematika,7.50,7.50,6.00,6.50
N1_V1,Pengenalan Statistika,Teori,Guru6,Guru_Matematika,7.75,7.75,6.75,7.25
N1_V1,Pengenalan Statistika,Teori,Guru7,Guru_Matematika,7.25,8.25,6.25,6.75
N1_V1,Pengenalan Statistika,Teori,Guru8,Guru_Matematika,7.00,8.00,6.50,7.00
N1_V1,Pengenalan Statistika,Teori,Guru9,Guru_Matematika,7.50,7.50,6.00,6.50
N1_V1,Pengenalan Statistika,Teori,AI1,Ahli_AI,8.00,8.50,7.00,7.50
N1_V1,Pengenalan Statistika,Teori,AI2,Ahli_AI,7.75,8.25,7.25,7.75
N1_V1,Pengenalan Statistika,Teori,AI3,Ahli_AI,8.25,8.75,6.75,8.00
N1_V1,Pengenalan Statistika,Teori,AI4,Ahli_AI,7.50,8.25,7.00,7.50
N1_V1,Pengenalan Statistika,Teori,AI5,Ahli_AI,8.00,8.00,6.50,7.25
N1_V1,Pengenalan Statistika,Teori,AI6,Ahli_AI,7.75,8.50,7.25,7.75
N1_V1,Pengenalan Statistika,Teori,AI7,Ahli_AI,8.25,8.75,6.75,8.00
N1_V1,Pengenalan Statistika,Teori,AI8,Ahli_AI,7.50,8.25,7.00,7.50
N1_V1,Pengenalan Statistika,Teori,AI9,Ahli_AI,8.00,8.00,6.50,7.25
N1_V1,Pengenalan Statistika,Teori,AI10,Ahli_AI,7.75,8.50,7.25,7.75
N1_V1,Pengenalan Statistika,Teori,AI11,Ahli_AI,8.25,8.75,6.75,8.00
N1_V1,Pengenalan Statistika,Teori,AI12,Ahli_AI,7.50,8.25,7.00,7.50
N1_V2,Pengenalan Statistika,Aplikasi,Guru1,Guru_Matematika,8.50,8.00,8.50,8.00
N1_V2,Pengenalan Statistika,Aplikasi,Guru2,Guru_Matematika,8.75,8.25,8.75,8.25
N1_V2,Pengenalan Statistika,Aplikasi,Guru3,Guru_Matematika,8.25,7.75,8.25,7.75
N1_V2,Pengenalan Statistika,Aplikasi,Guru4,Guru_Matematika,8.00,8.00,8.50,8.00
N1_V2,Pengenalan Statistika,Aplikasi,Guru5,Guru_Matematika,8.50,7.50,8.00,7.50
N1_V2,Pengenalan Statistika,Aplikasi,Guru6,Guru_Matematika,8.75,8.25,8.75,8.25
N1_V2,Pengenalan Statistika,Aplikasi,Guru7,Guru_Matematika,8.25,7.75,8.25,7.75
N1_V2,Pengenalan Statistika,Aplikasi,Guru8,Guru_Matematika,8.00,8.00,8.50,8.00
N1_V2,Pengenalan Statistika,Aplikasi,Guru9,Guru_Matematika,8.50,7.50,8.00,7.50
N1_V2,Pengenalan Statistika,Aplikasi,AI1,Ahli_AI,9.00,8.50,9.00,8.50
N1_V2,Pengenalan Statistika,Aplikasi,AI2,Ahli_AI,8.75,8.75,8.75,8.75
N1_V2,Pengenalan Statistika,Aplikasi,AI3,Ahli_AI,9.25,8.25,9.25,9.00
N1_V2,Pengenalan Statistika,Aplikasi,AI4,Ahli_AI,8.50,8.75,8.75,8.50
N1_V2,Pengenalan Statistika,Aplikasi,AI5,Ahli_AI,9.00,8.00,8.50,8.00
N1_V2,Pengenalan Statistika,Aplikasi,AI6,Ahli_AI,8.75,8.50,9.00,8.75
N1_V2,Pengenalan Statistika,Aplikasi,AI7,Ahli_AI,9.25,8.25,9.25,9.00
N1_V2,Pengenalan Statistika,Aplikasi,AI8,Ahli_AI,8.50,8.75,8.75,8.50
N1_V2,Pengenalan Statistika,Aplikasi,AI9,Ahli_AI,9.00,8.00,8.50,8.00
N1_V2,Pengenalan Statistika,Aplikasi,AI10,Ahli_AI,8.75,8.50,9.00,8.75
N1_V2,Pengenalan Statistika,Aplikasi,AI11,Ahli_AI,9.25,8.25,9.25,9.00
N1_V2,Pengenalan Statistika,Aplikasi,AI12,Ahli_AI,8.50,8.75,8.75,8.50
N1_V3,Pengenalan Statistika,Visual,Guru1,Guru_Matematika,8.00,7.50,9.00,7.50
N1_V3,Pengenalan Statistika,Visual,Guru2,Guru_Matematika,8.25,7.75,8.75,7.75
N1_V3,Pengenalan Statistika,Visual,Guru3,Guru_Matematika,7.75,7.25,9.25,7.25
N1_V3,Pengenalan Statistika,Visual,Guru4,Guru_Matematika,7.50,7.50,9.00,7.50
N1_V3,Pengenalan Statistika,Visual,Guru5,Guru_Matematika,8.00,7.00,8.50,7.00
N1_V3,Pengenalan Statistika,Visual,Guru6,Guru_Matematika,8.25,7.75,8.75,7.75
N1_V3,Pengenalan Statistika,Visual,Guru7,Guru_Matematika,7.75,7.25,9.25,7.25
N1_V3,Pengenalan Statistika,Visual,Guru8,Guru_Matematika,7.50,7.50,9.00,7.50
N1_V3,Pengenalan Statistika,Visual,Guru9,Guru_Matematika,8.00,7.00,8.50,7.00
N1_V3,Pengenalan Statistika,Visual,AI1,Ahli_AI,8.50,7.50,9.50,8.00
N1_V3,Pengenalan Statistika,Visual,AI2,Ahli_AI,8.25,7.75,9.25,8.25
N1_V3,Pengenalan Statistika,Visual,AI3,Ahli_AI,8.75,7.25,9.75,8.50
N1_V3,Pengenalan Statistika,Visual,AI4,Ahli_AI,8.00,7.75,9.25,8.00
N1_V3,Pengenalan Statistika,Visual,AI5,Ahli_AI,8.50,7.00,9.00,7.75
N1_V3,Pengenalan Statistika,Visual,AI6,Ahli_AI,8.25,7.50,9.50,8.00
N1_V3,Pengenalan Statistika,Visual,AI7,Ahli_AI,8.75,7.25,9.75,8.50
N1_V3,Pengenalan Statistika,Visual,AI8,Ahli_AI,8.00,7.50,9.25,8.00
N1_V3,Pengenalan Statistika,Visual,AI9,Ahli_AI,8.50,7.00,9.00,7.75
N1_V3,Pengenalan Statistika,Visual,AI10,Ahli_AI,8.25,7.75,9.50,8.25
N1_V3,Pengenalan Statistika,Visual,AI11,Ahli_AI,8.75,7.25,9.75,8.50
N1_V3,Pengenalan Statistika,Visual,AI12,Ahli_AI,8.00,7.50,9.25,8.00
N1_V4,Pengenalan Statistika,Interaktif,Guru1,Guru_Matematika,7.50,7.00,8.00,7.00
N1_V4,Pengenalan Statistika,Interaktif,Guru2,Guru_Matematika,7.75,7.25,8.25,7.25
N1_V4,Pengenalan Statistika,Interaktif,Guru3,Guru_Matematika,7.25,6.75,7.75,6.75
N1_V4,Pengenalan Statistika,Interaktif,Guru4,Guru_Matematika,7.00,7.00,8.00,7.00
N1_V4,Pengenalan Statistika,Interaktif,Guru5,Guru_Matematika,7.50,6.50,7.50,6.50
N1_V4,Pengenalan Statistika,Interaktif,Guru6,Guru_Matematika,7.75,7.25,8.25,7.25
N1_V4,Pengenalan Statistika,Interaktif,Guru7,Guru_Matematika,7.25,6.75,7.75,6.75
N1_V4,Pengenalan Statistika,Interaktif,Guru8,Guru_Matematika,7.00,7.00,8.00,7.00
N1_V4,Pengenalan Statistika,Interaktif,Guru9,Guru_Matematika,7.50,6.50,7.50,6.50
N1_V4,Pengenalan Statistika,Interaktif,AI1,Ahli_AI,8.00,7.00,8.50,7.50
N1_V4,Pengenalan Statistika,Interaktif,AI2,Ahli_AI,7.75,7.25,8.25,7.75
N1_V4,Pengenalan Statistika,Interaktif,AI3,Ahli_AI,8.25,6.75,8.75,8.00
N1_V4,Pengenalan Statistika,Interaktif,AI4,Ahli_AI,7.50,7.25,8.25,7.75
N1_V4,Pengenalan Statistika,Interaktif,AI5,Ahli_AI,8.00,6.50,8.00,7.25
N1_V4,Pengenalan Statistika,Interaktif,AI6,Ahli_AI,7.75,7.00,8.50,7.50
N1_V4,Pengenalan Statistika,Interaktif,AI7,Ahli_AI,8.25,6.75,8.75,8.00
N1_V4,Pengenalan Statistika,Interaktif,AI8,Ahli_AI,7.50,7.25,8.25,7.75
N1_V4,Pengenalan Statistika,Interaktif,AI9,Ahli_AI,8.00,6.50,8.00,7.25
N1_V4,Pengenalan Statistika,Interaktif,AI10,Ahli_AI,7.75,7.00,8.50,7.50
N1_V4,Pengenalan Statistika,Interaktif,AI11,Ahli_AI,8.25,6.75,8.75,8.00
N1_V4,Pengenalan Statistika,Interaktif,AI12,Ahli_AI,7.50,7.25,8.25,7.75
N1_V5,Pengenalan Statistika,Analitis,Guru1,Guru_Matematika,8.00,8.00,7.00,8.00
N1_V5,Pengenalan Statistika,Analitis,Guru2,Guru_Matematika,8.25,7.75,7.25,8.25
N1_V5,Pengenalan Statistika,Analitis,Guru3,Guru_Matematika,7.75,8.25,6.75,7.75
N1_V5,Pengenalan Statistika,Analitis,Guru4,Guru_Matematika,7.50,8.00,7.00,8.00
N1_V5,Pengenalan Statistika,Analitis,Guru5,Guru_Matematika,8.00,7.50,6.50,7.50
N1_V5,Pengenalan Statistika,Analitis,Guru6,Guru_Matematika,8.25,7.75,7.25,8.25
N1_V5,Pengenalan Statistika,Analitis,Guru7,Guru_Matematika,7.75,8.25,6.75,7.75
N1_V5,Pengenalan Statistika,Analitis,Guru8,Guru_Matematika,7.50,8.00,7.00,8.00
N1_V5,Pengenalan Statistika,Analitis,Guru9,Guru_Matematika,8.00,7.50,6.50,7.50
N1_V5,Pengenalan Statistika,Analitis,AI1,Ahli_AI,8.50,8.50,7.50,8.50
N1_V5,Pengenalan Statistika,Analitis,AI2,Ahli_AI,8.25,8.25,7.75,8.75
N1_V5,Pengenalan Statistika,Analitis,AI3,Ahli_AI,8.75,8.75,7.25,9.00
N1_V5,Pengenalan Statistika,Analitis,AI4,Ahli_AI,8.00,8.25,7.50,8.50
N1_V5,Pengenalan Statistika,Analitis,AI5,Ahli_AI,8.50,8.00,7.00,8.00
N1_V5,Pengenalan Statistika,Analitis,AI6,Ahli_AI,8.25,8.50,7.75,8.50
N1_V5,Pengenalan Statistika,Analitis,AI7,Ahli_AI,8.75,8.75,7.25,9.00
N1_V5,Pengenalan Statistika,Analitis,AI8,Ahli_AI,8.00,8.25,7.50,8.50
N1_V5,Pengenalan Statistika,Analitis,AI9,Ahli_AI,8.50,8.00,7.00,8.00
N1_V5,Pengenalan Statistika,Analitis,AI10,Ahli_AI,8.25,8.50,7.75,8.50
N1_V5,Pengenalan Statistika,Analitis,AI11,Ahli_AI,8.75,8.75,7.25,9.00
N1_V5,Pengenalan Statistika,Analitis,AI12,Ahli_AI,8.00,8.25,7.50,8.50
N1_V6,Statistika Deskriptif Bag.1,Teori,Guru1,Guru_Matematika,9.00,9.00,7.50,8.50
N1_V6,Statistika Deskriptif Bag.1,Teori,Guru2,Guru_Matematika,9.25,8.75,7.75,8.75
N1_V6,Statistika Deskriptif Bag.1,Teori,Guru3,Guru_Matematika,8.75,9.25,7.25,8.25
N1_V6,Statistika Deskriptif Bag.1,Teori,Guru4,Guru_Matematika,8.50,9.00,7.50,8.50
N1_V6,Statistika Deskriptif Bag.1,Teori,Guru5,Guru_Matematika,9.00,8.50,7.00,8.00
N1_V6,Statistika Deskriptif Bag.1,Teori,Guru6,Guru_Matematika,9.25,8.75,7.75,8.75
N1_V6,Statistika Deskriptif Bag.1,Teori,Guru7,Guru_Matematika,8.75,9.25,7.25,8.25
N1_V6,Statistika Deskriptif Bag.1,Teori,Guru8,Guru_Matematika,8.50,9.00,7.50,8.50
N1_V6,Statistika Deskriptif Bag.1,Teori,Guru9,Guru_Matematika,9.00,8.50,7.00,8.00
N1_V6,Statistika Deskriptif Bag.1,Teori,AI1,Ahli_AI,9.50,9.50,8.00,9.00
N1_V6,Statistika Deskriptif Bag.1,Teori,AI2,Ahli_AI,9.25,9.25,8.25,9.25
N1_V6,Statistika Deskriptif Bag.1,Teori,AI3,Ahli_AI,9.75,9.75,7.75,9.50
N1_V6,Statistika Deskriptif Bag.1,Teori,AI4,Ahli_AI,9.00,9.25,8.00,9.00
N1_V6,Statistika Deskriptif Bag.1,Teori,AI5,Ahli_AI,9.50,9.00,7.50,8.75
N1_V6,Statistika Deskriptif Bag.1,Teori,AI6,Ahli_AI,9.25,9.50,8.25,9.25
N1_V6,Statistika Deskriptif Bag.1,Teori,AI7,Ahli_AI,9.75,9.75,7.75,9.50
N1_V6,Statistika Deskriptif Bag.1,Teori,AI8,Ahli_AI,9.00,9.25,8.00,9.00
N1_V6,Statistika Deskriptif Bag.1,Teori,AI9,Ahli_AI,9.50,9.00,7.50,8.75
N1_V6,Statistika Deskriptif Bag.1,Teori,AI10,Ahli_AI,9.25,9.50,8.25,9.25
N1_V6,Statistika Deskriptif Bag.1,Teori,AI11,Ahli_AI,9.75,9.75,7.75,9.50
N1_V6,Statistika Deskriptif Bag.1,Teori,AI12,Ahli_AI,9.00,9.25,8.00,9.00
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,Guru1,Guru_Matematika,8.50,8.00,8.50,8.50
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,Guru2,Guru_Matematika,8.75,8.25,8.75,8.75
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,Guru3,Guru_Matematika,8.25,7.75,8.25,8.25
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,Guru4,Guru_Matematika,8.00,8.00,8.50,8.50
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,Guru5,Guru_Matematika,8.50,7.50,8.00,8.00
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,Guru6,Guru_Matematika,8.75,8.25,8.75,8.75
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,Guru7,Guru_Matematika,8.25,7.75,8.25,8.25
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,Guru8,Guru_Matematika,8.00,8.00,8.50,8.50
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,Guru9,Guru_Matematika,8.50,7.50,8.00,8.00
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,AI1,Ahli_AI,9.00,8.50,9.00,9.00
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,AI2,Ahli_AI,8.75,8.75,8.75,8.75
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,AI3,Ahli_AI,9.25,8.25,9.25,9.25
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,AI4,Ahli_AI,8.50,8.75,8.75,8.75
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,AI5,Ahli_AI,9.00,8.00,8.50,8.50
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,AI6,Ahli_AI,8.75,8.50,9.00,9.00
N1_V7,Statistika Deskriptif Bag.1,Aplikasi,AI7,Ahli_AI,9.25,8.25,9.25,9.25
